Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-1266,Leptostroma vestitae,,Rhytismataceae,Leptostroma,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1267,Leptothyrium carpophilum,,,Leptothyrium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1268,Lesquerella,,,Lesquerella,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1269,Leveillula,,Erysiphaceae,Leveillula,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1270,Licea alexopouli,,Liceaceae,Licea,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1271,Licea kleistobolus,,Liceaceae,Licea,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1272,Licea pedicellata,,Liceaceae,Licea,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1273,Licea perexigua,,Liceaceae,Licea,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,3,,,Central Texas interactions
taxon-1274,Loramyces juncicola,,Loramycetaceae,Loramyces,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1275,Lycogala epidendrum,,Tubiferaceae,Lycogala,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1276,Lycogalopsis dussii,,Lycoperdaceae,Lycogalopsis,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,22,,,Central Texas interactions
taxon-1277,Macbrideola decapillata,,Stemonitidaceae,Macbrideola,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,4,,,Central Texas interactions
taxon-1278,Macroderma curtisii,,Rhytismataceae,Macroderma,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1279,Macrophomina phaseolina,,Botryosphaeriaceae,Macrophomina,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1280,Macrosporium helminthosporioides,,Pleosporaceae,Macrosporium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1281,Marasmius decurrens,,Marasmiaceae,Marasmius,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1282,Marasmius epiphyllus,,Marasmiaceae,Marasmius,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1283,Marasmius graminum,,Marasmiaceae,Marasmius,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1284,Marasmius puniceus,,Marasmiaceae,Marasmius,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1285,Marssonina,,Dermateaceae,Marssonina,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1286,Marssonina quercina,,Drepanopezizaceae,Marssonina,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,4,,,Central Texas interactions
taxon-1287,Massospora diceroproctae,,Entomophthoraceae,Massospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,16,,,Central Texas interactions
taxon-1288,Melampsora lini,,Melampsoraceae,Melampsora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1289,Melanohalea subolivacea,,Parmeliaceae,Melanohalea,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1290,Meriderma cribrarioides,,Stemonitidaceae,Meriderma,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1291,Microdiplodia pyrina,,Botryosphaeriaceae,Microdiplodia,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1292,Microdochium opuntiae,,Amphisphaeriaceae,Microdochium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1293,Monodictys,,,Monodictys,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1294,Montagnea candollei,,Agaricaceae,Montagnea,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1295,Morchella gigas,,Morchellaceae,Morchella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1296,Mucilago crustacea,,Didymiaceae,Mucilago,Fungus-like organisms,Plant disease / host-associated fungi,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1297,Mycocentrospora acerina,,Dothidotthiaceae,Mycocentrospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1298,Mycosphaerella,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1299,Mycosphaerella acaciae,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1300,Mycosphaerella gossypina,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,12,,,Central Texas interactions
taxon-1301,Mycosphaerella heracleina,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,131,,,Central Texas interactions
taxon-1302,Mycosphaerella pruni-persicae,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1303,Mycosphaerella tassiana,,Mycosphaerellaceae,Mycosphaerella,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1304,Myriogenospora paspali,,Clavicipitaceae,Myriogenospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1305,Myxosporium diedickei,,Diatrypaceae,Myxosporium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1306,Nakataea oryzae,,Magnaporthaceae,Nakataea,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1307,Nectria cinnabarina,,Nectriaceae,Nectria,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1308,Neofusicoccum ribis,,Botryosphaeriaceae,Neofusicoccum,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1309,Neophloeospora maculans,,Mycosphaerellaceae,Neophloeospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1310,Nigroporus vinosus,,Steccherinaceae,Nigroporus,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1311,Nigrospora oryzae,,Trichosphaeriaceae,Nigrospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1312,Nosema,,Nosematidae,Nosema,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,12,,,Central Texas interactions
taxon-1313,Nothopassalora personata,,Mycosphaerellaceae,Nothopassalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,6,,,Central Texas interactions
taxon-1314,Octospora axillaris,,Pyronemataceae,Octospora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1315,Oidium,,Erysiphaceae,Oidium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1316,Oligonema favogineum,,Trichiaceae,Oligonema,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1317,Oligonema schweinitzii,,Trichiaceae,Oligonema,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1318,Opegrapha umbellulariae,,Opegraphaceae,Opegrapha,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,14,,,Central Texas interactions
taxon-1319,Ostropa barbara,,Stictidaceae,Ostropa,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1320,Ozonium,,Psathyrellaceae,Ozonium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1321,Passalora acalyphae,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1322,Passalora antipus,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1323,Passalora dubia,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1324,Passalora occidentalis,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,3,,,Central Texas interactions
taxon-1325,Passalora pachypus,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,2,,,Central Texas interactions
taxon-1326,Passalora symphoricarpi,,Mycosphaerellaceae,Passalora,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1327,Peltigera,,Peltigeraceae,Peltigera,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1328,Peltula obscurans,,Peltulaceae,Peltula,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1329,Penttilamyces olivascens,,Coniophoraceae,Penttilamyces,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1330,Periconia maculans,,Periconiaceae,Periconia,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1331,Periconia papyrogena,,Periconiaceae,Periconia,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1332,Peridermium ephedricola,,Cronartiaceae,Peridermium,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1333,Peronospora arthurii,,Peronosporaceae,Peronospora,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1334,Peronospora euphorbiae,,Peronosporaceae,Peronospora,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,3,,,Central Texas interactions
taxon-1335,Peronospora lamii,,Peronosporaceae,Peronospora,Fungus-like organisms,Fungus-like organisms / slime molds,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,function not yet resolved,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
taxon-1336,Pestalotiopsis crassiuscula,,Pestalotiopsidaceae,Pestalotiopsis,True fungi / lichenized fungi,Lichens,Relationship known only,"Function or host evidence, not local proof",Interaction-supported only; not local occurrence proof,1,Candidate / needs review,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,Interactions,0,0,0,0,,0,1,,,Central Texas interactions
